"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"AlgDesign","AlgDesign","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1-7.3",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"AlgebraicHaploPackage","AlgebraicHaploPackage","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2",NA,"R (>= 3.1.3)",NA,NA,"compiler",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"algstat","algstat","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.0.2",NA,"mpoly","stringr, reshape2, Rcpp","Rcpp",NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"alineR","alineR","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1.2",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","3.2.4"
"ALKr","ALKr","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.5.3.1",NA,"R (>= 2.15.2)","MASS, methods, Rcpp (>= 0.10.2)","Rcpp",NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.2.4"
"allan","allan","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.01",NA,"biglm",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,NA,"3.2.4"
"allanvar","allanvar","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"R (>= 2.10.0), gplots",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"alleHap","alleHap","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9.2",NA,NA,"abind, tools, stats, utils",NA,"knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"allelematch","allelematch","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.5",NA,"dynamicTreeCut",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"AlleleRetain","AlleleRetain","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3.1",NA,"R (>= 2.11.0)",NA,NA,"pedigree",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"allelic","allelic","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"AllPossibleSpellings","AllPossibleSpellings","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"alphahull","alphahull","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.1",NA,NA,"ggplot2, tripack, R.utils, sgeostat, spatstat, splancs",NA,NA,NA,"file LICENSE",NA,"yes",NA,NA,"yes","3.2.4"
"alphaOutlier","alphaOutlier","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1.0",NA,"Rsolnp, nleqslv, quantreg",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"alphashape3d","alphashape3d","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2",NA,"geometry, rgl",NA,NA,"alphahull",NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"alr3","alr3","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0.5",NA,"R (>= 2.1.1), car",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"alr4","alr4","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.5",NA,"R (>= 2.1.1), car, effects",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"ALS","ALS","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.0.6",NA,"nnls (>= 1.1), Iso, R (>= 2.10)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"ALSCPC","ALSCPC","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"altmeta","altmeta","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"R (>= 2.14.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"ALTopt","ALTopt","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.1",NA,"R (>= 3.0.0)","cubature (>= 1.0), lattice (>= 0.20)",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"amap","amap","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.8-14",NA,"R (>= 2.10.0)",NA,NA,"Biobase",NA,"GPL",NA,NA,NA,NA,"yes","3.2.4"
"AMAP.Seq","AMAP.Seq","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"AMCP","AMCP","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.0.2",NA,NA,NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"ameco","ameco","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.2",NA,"R(>= 2.10.0)",NA,NA,"knitr, rmarkdown, dplyr, ggplot2, testthat, xml2",NA,"CC0",NA,NA,NA,NA,"no","3.2.4"
"amei","amei","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-7",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"yes","3.2.4"
"Amelia","Amelia","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.7.4",NA,"R (>= 3.0.2), Rcpp (>= 0.11)","foreign, utils, grDevices, graphics, methods, stats","Rcpp (>= 0.11), RcppArmadillo","tcltk, Zelig",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"amen","amen","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"R (>= 3.2.0)",NA,NA,"coda,network,knitr",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"AmericanCallOpt","AmericanCallOpt","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.95",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,NA,"3.2.4"
"AMGET","AMGET","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"aml","aml","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-1",NA,"R (>= 2.10), lars",NA,NA,"MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"AMOEBA","AMOEBA","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"snowfall, rlecuyer, spdep",NA,NA,"maptools, plotrix,",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"AMORE","AMORE","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2-15",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"AmpliconDuo","AmpliconDuo","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"R (>= 2.10), stats, ggplot2, xtable",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"anacor","anacor","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-6",NA,"R (>= 3.0.2)","graphics, stats, car, scatterplot3d, colorspace, fda, rgl,
splines, grDevices",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"analogue","analogue","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.17-0",NA,"R (>= 2.15.0), vegan (>= 2.2-0)","mgcv, MASS, stats, graphics, grid, brglm, princurve, lattice",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"analogueExtra","analogueExtra","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-0",NA,"vegan3d (>= 0.65-0), analogue (>= 0.16-0)","rgl",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"analyz","analyz","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4",NA,"R (>= 2.15.1)","methods",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"AnalyzeFMRI","AnalyzeFMRI","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1-16",NA,"tcltk, R.matlab, fastICA",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"AnalyzeTS","AnalyzeTS","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.7",NA,"MASS,TSA,TTR,tseries",NA,NA,NA,NA,"GPL (>= 2.0)",NA,NA,NA,NA,"no","3.2.4"
"anametrix","anametrix","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.6",NA,"R (>= 1.8.0), RCurl, XML, pastecs",NA,NA,NA,NA,"LGPL",NA,NA,NA,NA,"no","3.2.4"
"anapuce","anapuce","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.2",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"AncestryMapper","AncestryMapper","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2",NA,NA,NA,NA,"knitr",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"anchors","anchors","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3.0-8",NA,"R (>= 2.4.0), rgenoud, MASS",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"AnDE","AnDE","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"R (>= 2.14.0),discretization, functional,foreign,stringr",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"andrews","andrews","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"R (>= 2.9.1)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"anesrake","anesrake","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.70",NA,"Hmisc",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"anfis","anfis","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.99.1",NA,"R (>= 3.0), methods, parallel",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"AnglerCreelSurveySimulation","AnglerCreelSurveySimulation","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.1",NA,"R (>= 3.0.2)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"animalTrack","animalTrack","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.0",NA,"R (>= 2.10.0), rgl",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"animation","animation","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.4",NA,"R (>= 2.14.0)",NA,NA,"MASS, testit",NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"anim.plots","anim.plots","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1",NA,NA,"animation",NA,"maps, knitr",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"AnnotLists","AnnotLists","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2",NA,"tcltk",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,NA,"3.2.4"
"anoint","anoint","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4",NA,"R (>= 2.13.0), stats, survival, MASS, graphics, grid","methods, glmnet",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"anonymizer","anonymizer","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.0",NA,"R (>= 3.1.2)",NA,NA,"digest, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"AnthropMMD","AnthropMMD","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9.9",NA,"R (>= 3.0.1), tcltk, tcltk2",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"Anthropometry","Anthropometry","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.7",NA,"R (>= 3.0.0)","shapes, rgl, archetypes, nnls, depth, FNN, ICGE, cluster,
biclust",NA,"knitr, calibrate, mvtnorm, SportsAnalytics, RColorBrewer,
plotrix, abind",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"antitrust","antitrust","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.95.1",NA,NA,"methods, MASS, evd, BB, numDeriv, ggplot2",NA,NA,NA,"Unlimited",NA,NA,NA,NA,"no","3.2.4"
"aod","aod","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3",NA,"R (>= 2.0.0), methods, stats",NA,NA,"MASS, boot, lme4",NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"aods3","aods3","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.4-1",NA,"R (>= 3.0.0), methods, stats, lme4, boot",NA,NA,"MASS, gamlss",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"aoos","aoos","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.4.0",NA,"methods, R(>= 3.2.0)","magrittr, utils, roxygen2",NA,"testthat, knitr, microbenchmark, R6",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"ApacheLogProcessor","ApacheLogProcessor","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.5",NA,NA,"foreach, parallel, doParallel",NA,NA,NA,"LGPL-3",NA,NA,NA,NA,"no","3.2.4"
"apaStyle","apaStyle","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2",NA,"R (>= 3.0.0)","ReporteRs, stats, utils",NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"apc","apc","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"apcluster","apcluster","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4.3",NA,"R (>= 3.0.0)","Rcpp (>= 0.11.1), methods, Matrix, stats, graphics, grDevices","Rcpp","Biostrings, kebabs, knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"ape","ape","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3.4",NA,"R (>= 3.0.0)","nlme, lattice, graphics, methods, stats, tools, utils,
parallel",NA,"gee, expm",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"apex","apex","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.1",NA,"R (>= 3.1.3), methods, ape, phangorn","utils, graphics, stats, grDevices, adegenet",NA,"testthat, knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"aplore3","aplore3","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.7",NA,"R (>= 3.1.1)",NA,NA,"knitr, MASS, vcdExtra, nnet, survival, pROC",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"aplpack","aplpack","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3.0",NA,"R (>= 2.8.0), tcltk",NA,NA,"tkrplot",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"appell","appell","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.0-4",NA,"R (>= 2.14.0)",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.2.4"
"apple","apple","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3",NA,"MASS",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"AppliedPredictiveModeling","AppliedPredictiveModeling","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1-6",NA,"R (>= 2.10)","CORElearn, MASS, plyr, reshape2",NA,"caret (>= 6.0-22), lattice, ellipse",NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"appnn","appnn","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-0",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"approximator","approximator","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2-6",NA,"R (>= 2.0.0), emulator (>= 1.2-11)",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"aprean3","aprean3","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.1",NA,"R (>= 3.1.1)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"apricom","apricom","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.0",NA,"R (>= 3.1.1)","logistf, penalized, rms, graphics, stats, shrink",NA,"knitr, testthat, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"aprof","aprof","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3.1",NA,NA,"graphics, grDevices, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"APSIM","APSIM","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.8.3",NA,NA,"data.table (>= 1.9.4), lubridate (>= 1.3.3), stringr (>=
0.6.2), plyr (>= 1.8.1), sirad, methods, utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"APSIMBatch","APSIMBatch","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.0.2374",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,NA,"3.2.4"
"apsimr","apsimr","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2",NA,"R (>= 3.0), ggplot2, XML","lubridate, reshape2, MASS, mgcv",NA,"knitr",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"apsrtable","apsrtable","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.8-8",NA,"R (>= 2.14.0), methods",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"apt","apt","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.5",NA,"R (>= 3.0.0), erer, gWidgets","car, urca, copula",NA,"RGtk2, gWidgetsRGtk2, cairoDevice",NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"apTreeshape","apTreeshape","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4-5",NA,"R (>= 2.0.0), ape","quantreg",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"aqfig","aqfig","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.8",NA,"geoR",NA,NA,"maps",NA,"Unlimited",NA,NA,NA,NA,"no","3.2.4"
"aqp","aqp","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.9.3",NA,"R (>= 3.0.0)","grDevices, graphics, stats, utils, methods, plyr, reshape,
grid, lattice, cluster, sp, Hmisc, stringr, scales, plotrix,
RColorBrewer, MASS, digest",NA,"colorspace, maptools, foreign, ape, soilDB, latticeExtra,
maps, compositions, sharpshootR",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"aqr","aqr","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.4",NA,"R (>= 2.1), xts, RCurl",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"AquaEnv","AquaEnv","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-3",NA,"minpack.lm, deSolve",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"AR1seg","AR1seg","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"Segmentor3IsBack",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"ArArRedux","ArArRedux","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2",NA,"R (>= 3.0.2)","utils, stats, methods, graphics, grDevices",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"archdata","archdata","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,"circular, plotrix, MASS",NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"archetypes","archetypes","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.2-0",NA,"methods, stats, modeltools, nnls (>= 1.1)",NA,NA,"MASS, vcd, mlbench, ggplot2, TSP",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"archiDART","archiDART","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4",NA,NA,"stats, utils, graphics, grDevices, XML",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"ArDec","ArDec","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"arf3DS4","arf3DS4","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.5-10",NA,"R (>= 2.15.0), methods, graphics, tcltk, corpcor",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"arfima","arfima","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3-4",NA,"R (>= 2.14.0), ltsa","parallel",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"ArfimaMLM","ArfimaMLM","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3",NA,"R (>= 3.0.0), lme4, fractal","fracdiff",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"argosfilter","argosfilter","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.63",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"argparse","argparse","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.1",NA,"proto","findpython, getopt (>= 1.19), rjson",NA,"knitr, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"argparser","argparser","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3",NA,"methods",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"ArgumentCheck","ArgumentCheck","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.10.0",NA,"R (>= 3.0.0)",NA,NA,"knitr, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"arm","arm","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.8-6",NA,"R (>= 3.1.0), MASS, Matrix (>= 1.0), stats, lme4 (>= 1.0)","abind, coda, graphics, grDevices, methods, nlme, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"arnie","arnie","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.2",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"CC BY-SA 4.0",NA,NA,NA,NA,"no","3.2.4"
"aroma.apd","aroma.apd","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.6.0",NA,"R (>= 3.0.0)","R.methodsS3 (>= 1.7.0), R.oo (>= 1.18.0), R.utils (>= 1.34.0),
R.huge (>= 0.9.0)",NA,"affxparser",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.2.4"
"ARPobservation","ARPobservation","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,NA,NA,NA,"plyr, reshape2, ggplot2, knitr, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"aRpsDCA","aRpsDCA","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.2",NA,NA,"stats",NA,NA,NA,"LGPL-2.1",NA,NA,NA,NA,"no","3.2.4"
"arrApply","arrApply","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.4",NA,NA,"Rcpp (>= 0.12.0),","Rcpp, RcppArmadillo","testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"arrayhelpers","arrayhelpers","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.76-20120816",NA,"methods",NA,NA,"svUnit",NA,"GPL",NA,NA,NA,NA,NA,"3.2.4"
"ars","ars","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.5",NA,"R (>= 3.1.2)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"ART","ART","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,"stats, car",NA,NA,NA,"LGPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"artfima","artfima","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2",NA,"R (>= 2.1.0)","ltsa, gsl",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"ARTIVA","ARTIVA","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2.3",NA,"MASS, igraph, gplots",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"ARTool","ARTool","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.10.0",NA,NA,"lme4, car (>= 2.0-24), plyr, magrittr, dplyr",NA,"testthat (>= 0.10.0), lsmeans, knitr, rmarkdown, ggplot2,
phia, tidyr, pander, Cairo",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"ARTP","ARTP","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0.4",NA,"",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"arules","arules","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3-1",NA,"R (>= 3.2.0), Matrix (>= 1.2-0)","stats, methods, graphics, utils",NA,"pmml, XML, arulesViz, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","3.2.4"
"arulesNBMiner","arulesNBMiner","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-5",NA,"R (>= 2.10), arules (>= 0.6-6), rJava (>= 0.6-3)","methods, stats, graphics",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"arulesSequences","arulesSequences","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2-13",NA,"R (>= 3.2.3), methods, arules (>= 1.3-1)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"arulesViz","arulesViz","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1-0",NA,"arules (>= 1.2.0), grid","scatterplot3d, vcd, seriation, igraph (>= 1.0.0), graphics,
methods, utils, grDevices, stats, colorspace",NA,"graph, Rgraphviz, iplots",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"asaur","asaur","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.44",NA,NA,NA,NA,NA,NA,"LGPL-2",NA,NA,NA,NA,"no","3.2.4"
"asbio","asbio","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3-1",NA,"R (>= 2.15.1), tcltk","scatterplot3d, pixmap, plotrix, mvtnorm, deSolve, lattice,
multcompView, grDevices, graphics, stats, utils",NA,"akima, boot",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
